"i";"xi";"yi";"f(x, y)";"si1";"si2";"lambdai";"|yi-y(i-1)|";"|yi-y(i-1)|";"|fi-f(i-1)|";angle((xi, yi), si)";"gi1";"gi2";"etai11";"etai12";"etai21";"etai22";
"0";"-0,1";"0,1";"2,02";"1,4000000000000001";"18";"0";"0";"0";"0";0,8630196721348419";"1,4000000000000001";"18";"1";"0";"0";"1";
"1";"-0,10651875000000001";"0,016187499999999994";"1,2267275199689782";"1,4000000000000001";"18";"-0,004656250000000001";"0,006518750000000002";"0,08381250000000001";"0,7932724800310218";1,497603213708137";"-2,0067636893073244";"0,9682511796874991";"0,9614915138043113";"-0,19193892895525214";"-0,19193892895525214";"0,043313407302571716";
"2";"0,07497575747929015";"-0,020458723324393517";"0,9236869458290546";"-2,1153313518685017";"0,4271143309089384";"-0,08579956389289722";"0,18149450747929016";"0,03664622332439351";"0,3030405741399236";3,074441620690474";"-1,067898757846677";"-5,21601750679737";"1";"0";"0";"1";
"3";"0,08091633925278487";"0,008557303057724099";"0,8451187247928393";"-1,067898757846677";"-5,21601750679737";"-0,0055628698224852065";"0,0059405817734947165";"0,029016026382117616";"0,0785682210362153";1,878103434061222";"-1,9032191741321791";"0,4019698199304651";"0,977953670889999";"0,1464661989062416";"0,1464661989062416";"0,026942430415270113";
"4";"0,23481683607122839";"0,03143484042981899";"0,6416937388305468";"-1,802385186250555";"-0,2679272342181014";"-0,0853871292287959";"0,15390049681844353";"0,02287753737209489";"0,20342498596229264";3,1271002210579075";"0,6960829480961566";"-4,740821214536631";"1";"0";"0";"1";
"5";"0,23157569984415566";"0,05350928921000518";"0,5904772978369635";"0,6960829480961566";"-4,740821214536631";"-0,004656250000000001";"0,0032411362270727295";"0,02207444878018619";"0,051216440993583356";1,6520911688093936";"-1,525916787035172";"-0,023603109661059385";"0,818196618586679";"0,38471647763798844";"0,38471647763798844";"0,18589650524874024";
"6";"0,3809354436032232";"0,12375234253039016";"0,4288636194143209";"-1,2575804606069332";"-0,5914330670758416";"-0,11876754485115296";"0,14935974375906752";"0,07024305332038498";"0,16161367842264257";3,0160998446185676";"2,016502507656896";"-4,271893932558851";"1";"0";"0";"1";
"7";"0,3741927633432454";"0,13803648786738382";"0,39202821841127933";"2,016502507656896";"-4,271893932558851";"-0,00334375";"0,006742680259977746";"0,014284145336993659";"0,03683540100304156";1,4831707440487238";"-0,9546945705071046";"-0,3967472542140529";"0,6302811710334307";"0,4815164556128087";"0,4815164556128087";"0,3728799323691273";
"8";"0,5131617811856953";"0,24455358129081706";"0,2722856715184478";"-0,7927663435017408";"-0,6076402351023467";"-0,17529631395375297";"0,13896901784244994";"0,10651709342343323";"0,11974254689283148";2,9323492545470566";"2,8814888794728573";"-3,756286475771675";"1";"0";"0";"1";
"9";"0,5063902823189341";"0,2533808545088805";"0,24458096414220903";"2,8814888794728573";"-3,756286475771675";"-0,0023500000000000005";"0,006771498866761216";"0,008827273218063439";"0,027704707376238757";1,3803747396602672";"-0,3693699137169624";"-0,6100527036338677";"0,48454429740749616";"0,49850510312991536";"0,49850510312991536";"0,5178880811742104";
"10";"0,6322096708819872";"0,38362297941919";"0,1610816462822813";"-0,4830904712651379";"-0,5000718110306452";"-0,2604468439080404";"0,12581938856305305";"0,13024212491030954";"0,08349931785992773";2,8843264102917487";"3,327273960430694";"-3,2132177075041235";"1";"0";"0";"1";
"11";"0,6258213048779603";"0,38979235741759793";"0,1403556366219189";"3,327273960430694";"-3,2132177075041235";"-0,00192";"0,006388366004026933";"0,006169377998407917";"0,020726009660362393";1,3250126922626697";"-0,2827593010364904";"-0,37198964431099935";"0,3834952806287003";"0,4850164513483494";"0,4850164513483494";"0,6184279686967518";
"12";"0,7393757510336754";"0,5341409928193845";"0,0836388962269555";"-0,2888579547234197";"-0,36719171288193675";"-0,39311517754268877";"0,11355444615571508";"0,14434863540178655";"0,05671674039496338";2,862970983988783";"3,1861318763827993";"-2,5071016794453893";"1";"0";"0";"1";
"13";"0,7345965532191012";"0,5379016453385527";"0,07073843551283066";"3,1861318763827993";"-2,5071016794453893";"-0,0015";"0,004779197814574199";"0,003760652519168084";"0,012900460714124845";1,2987273140889946";"-0,022333656589220485";"-0,34609013256623467";"0,31304664174967367";"0,46257048644441745";"0,46257048644441745";"0,6885211312243797";
"14";"0,8324835818264783";"0,6835589587041366";"0,03702975570840865";"-0,16708255716802203";"-0,24862125997265774";"-0,5858602493672611";"0,09788702860737705";"0,1456573133655839";"0,033708679804421965";2,8499871200341107";"2,8184000889717105";"-1,8939910613012367";"1";"0";"0";"1";
"15";"0,8282559816930207";"0,6863999452960885";"0,029511372192623397";"2,8184000889717105";"-1,8939910613012367";"-0,0015";"0,004227600133457566";"0,0028409865919518554";"0,007518383515785251";1,2837071756482317";"-0,4733499891132702";"0,07839481716380714";"0,2650954388459552";"0,44027912634595484";"0,44027912634595484";"0,7362300911678178";
"16";"0,9073195390672559";"0,8173705778320319";"0,012021481235746308";"-0,09096732148077863";"-0,1506894962750637";"-0,8691424138605781";"0,07906355737423516";"0,13097063253594346";"0,01748989095687709";2,8472045514207025";"1,940731245190129";"-1,1716336282371564";"1";"0";"0";"1";
"17";"0,9052235493224506";"0,818635942150528";"0,009045576667279388";"1,940731245190129";"-1,1716336282371564";"-0,0010799999999999998";"0,002095989744805339";"0,0012653643184961287";"0,002975904568466921";1,278352418593323";"0,09784909321537438";"-0,15874641948143697";"0,23285365240775335";"0,421592697200862";"0,421592697200862";"0,7683096544864603";
"18";"0,9656036728312523";"0,929041872826339";"0,002304406230734021";"-0,04414181242017183";"-0,08071394357541728";"-1,3678668862542964";"0,06038012350880167";"0,110405930675811";"0,006741170436545367";2,8373533717762616";"1,2245678657305108";"-0,6697160317730155";"1";"0";"0";"1";
"19";"0,9642811395362633";"0,9297651661406539";"0,0012763691619792764";"1,2245678657305108";"-0,6697160317730155";"-0,0010799999999999998";"0,0013225332949889513";"0,0007232933143148567";"0,0010280370687547446";1,2676367482466984";"-0,04330002631980867";"-0,014589984940105438";"0,21154353007210558";"0,40738223971498483";"0,40738223971498483";"0,7895124264116005";
"20";"0,9945602430790854";"0,9882214812894085";"0,00011581997581612851";"-0,015103541162215461";"-0,029158636113252805";"-2,004768498832009";"0,030279103542822147";"0,05845631514875463";"0,001160549186163148";2,830924195167111";"0,3585382815821698";"-0,18571916482419404";"1";"0";"0";"1";
"21";"0,9941730217349767";"0,9884220579874186";"0,000034130587142045215";"0,3585382815821698";"-0,18571916482419404";"-0,0010799999999999998";"0,00038722134410874333";"0,0002005766980101295";"0,0000816893886740833";1,260433082744052";"-0,028380258191425423";"0,00841216835283376";"0,2019063440529164";"0,4004200929119739";"0,4004200929119739";"0,79910095812331";
"22";"0,9996199142248072";"0,9991275294744462";"0,0000014088179246102766";"-0,00236175294127568";"-0,0046418538312323334";"-2,306292243628331";"0,005446892489830498";"0,01070547148702758";"0,00003272176921743494";2,8266071294293122";"0,04420010933466445";"-0,022488688072952456";"1";"0";"0";"1";
"23";"0,9995721781067258";"0,999151817257565";"0,00000018832851901934514";"0,04420010933466445";"-0,022488688072952456";"-0,0010799999999999998";"0,0000477361180814376";"0,000024287783118788648";"0,0000012204894055909315";1,2558447620163795";"-0,003765603325729616";"0,001455602508193543";"0,20027913298533384";"0,3992097904998127";"0,3992097904998127";"0,8007198968987492";
"24";"0,9999474601456796";"0,9998841113343981";"0,000000014449759600054537";"-0,00017308099689687098";"-0,00033773582448362355";"-2,1682451897211763";"0,0003752820389537863";"0,0007322940768331323";"0,0000001738787594192906";2,829740144702164";"0,004219380031889708";"-0,0021623434794726393";"1";"0";"0";"1";
"25";"0,9999429032152451";"0,999886446665356";"0,000000003300616521841017";"0,004219380031889708";"-0,0021623434794726393";"-0,0010799999999999998";"0,000004556930434440884";"0,00000233533095783045";"0,00000001114914307821352";1,2589507965944637";"-0,00036896895095939186";"0,00012739496457747634";"0,20017222868341678";"0,3991299153903489";"0,3991299153903489";"0,8008262590116391";
