"i";"xi";"yi";"f(x, y)";"si1";"si2";"lambdai";"|yi-y(i-1)|";"|yi-y(i-1)|";"|fi-f(i-1)|";angle((xi, yi), si)";"gi1";"gi2";
"0";"7";"7";"176436";"117612";"-8400";"0";"0";"0";"0";0,8566983772872531";"117612";"-8400";
"1";"2,58955";"7,315";"39,642885664748654";"-624,4138424236902";"121,59900598812051";"-0,000037500000000000003";"4,41045";"0,315";"176396,35711433526";1,7187012267533017";"-627,8743446664497";"121,84615950000008";
"2";"2,7013677772276377";"7,293224488890406";"2,8963856858194585";"7,901462654075103";"-0,8326757906763405";"-0,00017907639073729044";"0,11181777722763765";"0,02177551110959479";"36,746499978929194";1,3210647120165597";"7,901462654075103";"-0,8326757906763405";
"3";"2,700055970382854";"7,2933627303590445";"2,8911269605993968";"0,1427363724652171";"0,6070370614712972";"-0,0001660207612456748";"0,0013118068447838186";"0,0001382414686389302";"0,005258725220061766";0,12362122179229491";"0,09471729044609489";"0,6120974317898487";
"4";"2,689551398251426";"7,248688310738151";"2,8770886882910265";"-12,759912814750091";"3,0003173803901717";"-0,0735942209403404";"0,010504572131427907";"0,04467441962089365";"0,014038272308370292";1,6951494462914027";"-12,759912814750091";"3,0003173803901717";
"5";"2,691669808690359";"7,24819019576268";"2,86271012188998";"0,012792059136866818";"0,6275265963867505";"-0,0001660207612456748";"0,002118410438933251";"0,0004981149754710051";"0,014378566401046289";0,3351913651716851";"0,04153815165709851";"0,6207673494969868";
"6";"2,691589882178476";"7,24426932489847";"2,8614912885104324";"3,799589118230812";"-0,07735378941458038";"-0,006248134958399702";"0,00007992651188297388";"0,003920870864209636";"0,0012188333795477568";1,2354116192131428";"3,799589118230812";"-0,07735378941458038";
"7";"2,6909424269337827";"7,24428250609125";"2,8602543479437497";"0,1350415537647794";"0,6201925045145054";"-0,00017040138408304503";"0,0006474552446934069";"0,000013181192780312894";"0,001236940566682776";0,14126631811052678";"0,03288750528183915";"0,6222722037946937";
"8";"2,6654842562150898";"7,127363185939723";"2,8247190272138134";"-20,71901976117469";"4,5113731618425135";"-0,18852101452443853";"0,025458170718692722";"0,11691932015152698";"0,03553532072993626";1,7142773300685719";"-20,71901976117469";"4,5113731618425135";
"9";"2,669014805859238";"7,12659444170883";"2,786483274729904";"0,166239709132911";"0,5947239503512592";"-0,00017040138408304503";"0,003530549644148128";"0,0007687442308930674";"0,0382357524839092";0,08577778958218432";"0,1838863335352201";"0,5908815626010977";
"10";"2,665289537630902";"7,1132672634526255";"2,782212237945415";"-6,796395400477385";"1,8997888095755755";"-0,0224090155581146";"0,0037252682283358484";"0,013327178256204743";"0,004271036784489368";1,656725801066373";"-6,796395400477385";"1,8997888095755755";
"11";"2,666447652813919";"7,1129435368100085";"2,7779480505573058";"0,08112891984964457";"0,6144993436336504";"-0,00017040138408304503";"0,0011581151830169876";"0,0003237266426171585";"0,004264187388109075";0,22739371146262966";"0,13267644112225163";"0,6000903226299314";
"12";"2,6618249416308157";"7,0779294753250355";"2,7671123330485257";"11,184066383310444";"-1,476508912572072";"-0,05697981917755782";"0,004622711183103328";"0,035014061484973366";"0,010835717508780096";1,3423443427803323";"11,184066383310444";"-1,476508912572072";
"13";"2,659919161239423";"7,078181074487349";"2,756238312333061";"0,14915006240124032";"0,5978618988543892";"-0,00017040138408304503";"0,0019057803913927554";"0,0002515991623132328";"0,010874020715464727";0,11498220082923255";"0,11609320002013312";"0,6022260317426031";
"14";"2,6524536986268843";"7,048256074245969";"2,746847877935766";"-10,217779940605002";"2,5490901773061125";"-0,05005336566642157";"0,007465462612538877";"0,029925000241379892";"0,009390434397294811";1,6862451002866377";"-10,217779940605002";"2,5490901773061125";
"15";"2,6541948224710192";"7,047821705751604";"2,7373039527036718";"0,012416372964897643";"0,6230357695233192";"-0,00017040138408304503";"0,001741123844135066";"0,00043436849436545626";"0,009543925232094352";0,3402446377426431";"0,04739267514058465";"0,6143100239276222";
"16";"2,6541181389814192";"7,043973838335925";"2,736120452805245";"3,7002573134937267";"-0,07385146685336963";"-0,00617599759741359";"0,00007668348959979889";"0,0038478674156787462";"0,0011834998984268097";1,2304106927896177";"3,7002573134937267";"-0,07385146685336963";
"17";"2,6534716310478985";"7,043986741643771";"2,7349140247740817";"0,14580609615260087";"0,6129596268455935";"-0,00017471972318339104";"0,0006465079335209421";"0,00001290330784530812";"0,0012064280311632203";0,12672831319191058";"0,04312553375787065";"0,61500897355522";
"18";"2,6423710204770003";"6,997320475329538";"2,7204740016496296";"-12,7765037816811";"3,039173094574643";"-0,07613269173107956";"0,011100610570898107";"0,046666266314233124";"0,01444002312445214";1,6983354116431943";"-12,7765037816811";"3,039173094574643";
"19";"2,6446033276809873";"6,996789471847747";"2,7055396168843435";"0,23158690867826143";"0,5795179684338736";"-0,00017471972318339104";"0,0022323072039868706";"0,0005310034817904916";"0,01493438476528608";0,018803343019012587";"0,26091257040907045";"0,5725422132792701";
"20";"2,6435127276763626";"6,994060378469105";"2,704616073861244";"-2,952549716926094";"1,1801674164365394";"-0,004709247214573559";"0,0010906000046248037";"0,002729093378642547";"0,0009235430230996045";1,5519067963848612";"-2,952549716926094";"1,1801674164365394";
"21";"2,6440414596231423";"6,993849038347704";"2,7037097277282407";"0,11461231705795977";"0,6239036983255861";"-0,00017907639073729044";"0,0005287319467795335";"0,0002113401214012083";"0,0009063461330032219";0,17976769631807651";"0,22755401434910194";"0,5787596283253649";
"22";"2,5104423705566052";"6,266588933141123";"2,4091134709318385";"38,902098044136494";"-7,14639254894891";"-1,1656608338087735";"0,1335990890665369";"0,7272601052065802";"0,2945962567964022";1,3714427867144579";"38,902098044136494";"-7,14639254894891";
"23";"2,5029631652230253";"6,267962877991278";"2,259883150835568";"-0,1258083990125555";"0,6257701689017948";"-0,0001922571200425872";"0,007479205333580047";"0,0013739448501547214";"0,14923032009627057";0,5783264023507297";"-0,13606488438701891";"0,6276543056024764";
"24";"2,503126680959716";"6,267149551766873";"2,2596167343220657";"1,4979985510482106";"0,30127416689360587";"-0,0012997203523327414";"0,00016351573669101674";"0,0008133262244043599";"0,0002664165135022323";0,9923334297116376";"1,4979985510482106";"0,30127416689360587";
"25";"2,5027864953372063";"6,2670811343842665";"2,2593537715408107";"0,12672647518809893";"0,681584948288478";"-0,00022709342560553637";"0,00034018562250966806";"0,00006841738260632303";"0,00026296278125492734";0,19611974164457557";"-0,13882098493285966";"0,6281786283940605";
"26";"2,4326572508695827";"5,889898407625493";"2,130475591488601";"30,03604534452134";"-5,584578516572591";"-0,5533906341475319";"0,07012924446762353";"0,37718272675877357";"0,12887818005220986";1,3629448766864496";"30,03604534452134";"-5,584578516572591";
"27";"2,4266223002309832";"5,891020481297254";"2,0358885951518144";"0,41607616720750173";"0,5024430454880514";"-0,00020092360926270966";"0,006034950638599636";"0,0011220736717607541";"0,09458699633678647";0,30090660722072515";"0,4026537568625095";"0,5049386637891118";
"28";"2,4262413131538767";"5,890560410948602";"2,0356958325846723";"-0,9455567810806338";"0,7827002587907472";"-0,0009156666666666671";"0,0003809870771063359";"0,0004600703486518926";"0,00019276256714206852";1,2700634144207965";"-0,9455567810806338";"0,7827002587907472";
"29";"2,426487679559075";"5,890356477083429";"2,035499128600077";"0,1472425594401089";"0,7226909187486196";"-0,0002605516771998056";"0,00024636640519820857";"0,00020393386517265108";"0,00019670398459536997";0,18976785982826458";"0,41288184732167377";"0,502803606288893";
"30";"2,2633247885773824";"5,089525928921143";"1,7056377219783447";"32,504992672073946";"-6,622633933542055";"-1,108123164947153";"0,16316289098169276";"0,8008305481622862";"0,32986140662173224";1,353347631778965";"32,504992672073946";"-6,622633933542055";
"31";"2,2557316096474773";"5,091072978783666";"1,5776169621270582";"0,04101966014561849";"0,5477529095836793";"-0,00023360038891589703";"0,007593178929904857";"0,001547049862523041";"0,12802075985128658";0,3423332838398682";"0,03206768108843683";"0,5495768041734905";
"32";"2,2552602455458093";"5,084778654129452";"1,5758799584159993";"3,7916174740813844";"-0,2840242019784611";"-0,01149117520708003";"0,00047136410166817995";"0,006294324654213925";"0,0017370037110588932";1,22810330205688";"3,7916174740813844";"-0,2840242019784611";
